original_variable_name,renamed_variable,variable_description,derived_variable,input_variable,data_source,broad_learning_context
IC183Q16JA,ic_can_represent_solution_steps,"Can do with digital resources: Break down a problem and represent a solution as a series of logical steps, such as an algorithm",No,Yes,ict_questionnaire,In and Out
EFFORT1,stdv_test_effort_actual,Reported effort put into the test after the cognitive assessment. Index variable summarizing student responses.,Yes,No,pisa_direct_variable,Not Applicable
EFFORT2,stdv_test_effort_hypothetical,Reported effort the student would have invested after the cognitive assessment. Index variable.,Yes,No,pisa_direct_variable,Not Applicable
OCOD1,stdv_occupation_code_mother,ISCO-08 occupation code for the mother. Aggregate variable summarizing parental occupations.,Yes,Yes,pisa_derived_variable,Out of School
OCOD2,stdv_occupation_code_father,ISCO-08 occupation code for the mother. Aggregate variable summarizing parental occupations.,Yes,Yes,pisa_derived_variable,Out of School
OCOD3,stdv_occupation_code_self,ISCO-08 occupation code for the student (if applicable). Aggregate variable.,Yes,Yes,pisa_derived_variable,Out of School
PROGN,stdv_national_program_code,Unique national study program code. Aggregate variable specific to national context.,No,Yes,pisa_national_metadata,In School
AGE,stdv_student_age,Student's age in years. Aggregate demographic variable.,Yes,Yes,pisa_direct_variable,In and Out
GRADE,stdv_student_grade,Grade compared to the modal grade in the country. Index variable calculated from school data.,Yes,Yes,pisa_derived_variable,In School
ISCEDP,stdv_education_level_program,Levels of education programs according to ISCED 2011. Aggregate variable reflecting international education standards.,Yes,Yes,pisa_standardized_variable,In School
IMMIG,stdv_immigrant_background,"Index indicating the student's immigrant background (OECD definition): : 1 = Native, 2 = Second-Generation, 3 = First-Generation, 9 = Missing",Yes,No,pisa_derived_variable,Out of School
COBN_S,stdv_country_birth_student,The student's country of birth. Aggregate demographic variable.,Yes,Yes,pisa_direct_variable,Out of School
COBN_M,stdv_country_birth_mother,The mother's country of birth. Aggregate demographic variable.,Yes,Yes,pisa_direct_variable,Out of School
COBN_F,stdv_country_birth_father,The father's country of birth. Aggregate demographic variable.,Yes,Yes,pisa_direct_variable,Out of School
LANGN,stdv_home_language_dv,"Language spoken at home by the student: Central Thai (555), regional Thai dialects (616) (e.g., Isan, Northern Thai, Southern Thai), non-Thai languages (855) (e.g., Burmese, Khmer, Chinese dialects, Malay), or missing (999).",Yes,Yes,pisa_direct_variable,Out of School
REPEAT,stdv_grade_repetition,"Whether the student has repeated a grade. Index variable reflecting academic progression. 0 = never repeated a level, 1 = repeated one or more levels, 9 = missing",Yes,No,pisa_derived_variable,In School
MISSSC,stdv_school_absence_3_months,"Whether the student has missed school for more than three months. Aggregate variable summarizing absence trends. 0 = never missed schooll for more than three months, 1 = missed school for more than three months at least once, 9 = missing",Yes,No,pisa_direct_variable,In School
SKIPPING,stdv_school_skipping,"Whether the student skips classes or days of school. Index variable reflecting attendance issues. 0 = never skipped school in the last two weeks, 1 = skipped school at least once in the last two weeks, 9 = missing",Yes,No,pisa_direct_variable,In School
TARDYSD,stdv_tardiness_strict,"Arriving late for school under a stricter definition. Index variable capturing punctuality issues. 0 = never late, 1 = occasionally late, 2 = frequently late, 9 = missing",Yes,No,pisa_direct_variable,In School
EXERPRAC,stdv_exercise_practice,"Participation in sports or physical activity before or after school. Aggregate variable summarizing extracurricular activity. (""0 days"", ""1 day"", ""2 days"", ""3 days"", ""4 days"", ""5 or more days""). Values on this index range from 0 (no exercise or sports) to 10 (10 or more times exercise or sport a per week), 99 = missing",Yes,No,pisa_direct_variable,Out of School
STUDYHMW,stdv_study_homework,"Studying or doing homework before or after school. Aggregate variable summarizing study habits. (""0 days"", ""1 day"", ""2 days"", ""3 days"", ""4 days"", ""5 or more days""). Values on this index range from 0 (no studying) to 10 (10 or more times of studying per week). 99 = Missing",Yes,No,pisa_direct_variable,Out of School
WORKPAY,stdv_work_for_pay,"Working for pay before or after school. Aggregate variable reflecting economic activity. (""0 days"", ""1 day"", ""2 days"", ""3 days"", ""4 days"", ""5 or more days""). Values on this index range from 0 (no work for pay) to 10 (10 or more times of working for pay per week). 99 = Missing",Yes,No,pisa_direct_variable,Out of School
WORKHOME,stdv_work_household,"Working in the household or taking care of family members before or after school. Aggregate variable reflecting familial responsibilities. (""0 days"", ""1 day"", ""2 days"", ""3 days"", ""4 days"", ""5 or more days""). Values on this index range from 0 (no work in household or care of family members) to 10 (10 or more times of working in household or caring for family members per week). 99 = Missing",Yes,No,pisa_direct_variable,Out of School
EXPECEDU,stdv_expected_education_level,The student's highest expected educational level. Index variable summarizing aspirations.,Yes,No,pisa_direct_variable,In and Out
MATHPREF,stdv_math_preference,Preference for mathematics over other core subjects. WLE variable measuring subject preferences.,Yes,No,pisa_derived_variable,In School
MATHEASE,stdv_math_perceived_ease,The perception that mathematics is easier than other subjects. WLE variable reflecting ease of learning.,Yes,No,pisa_derived_variable,In School
MATHMOT,stdv_math_motivation,The student's motivation to do well in mathematics. WLE variable quantifying drive.,Yes,No,pisa_derived_variable,In School
DURECEC,stdv_duration_early_edu,Duration of participation in early childhood education and care programs. Aggregate variable summarizing early learning experiences.,Yes,No,pisa_direct_variable,In School
BSMJ,stdv_expected_occupation_status,"Student's expected occupation status (free response, four-digit code). Index variable summarizing occupational aspirations.",Yes,No,pisa_direct_variable,In and Out
SISCO,stdv_future_job_clarity,"Whether the student has a clear idea about their future job. Index variable summarizing career clarity. Students who had no clear idea about their future jobs were considered those who indicated ""I do not know"" or gave a vague answer such as ""a good job"", ""a quiet job"", ""a well-paid job"", ""an office job"" in response to question ST329. In the OCOD3 index, ""I don't know"" responses were coded 9704 and vague responses were coded 9705. Examples of invalid responses include students who did not answer the question or gave an answer, such as a smiley face. Specifically, a value of ""0"" is assigned on the index if OCOD3 values are 9704 or 9705, and a value of ""1"" is assigned if OCOD3 values are 0000 to 9703.",Yes,No,pisa_derived_variable,In and Out
RELATST,stdv_student_teacher_relation,"Quality of the student-teacher relationships. Derived using WLE to reflect latent perceptions. Students' ratings of their agreement with the eight statements (e.g., ""The teachers at my school are respectful towards me."", ""When my teachers ask how I am doing, they are really interested in my answer."") in question ST267 were scaled into the index of ""Quality of student-teacher relationships"". Note that this scale used a within-construct matrix sampling design. Each of the eight items included in this scale had four response options (""Strongly disagree"", ""Disagree"", ""Agree"", ""Strongly agree"").",Yes,No,pisa_derived_variable,In School
BELONG,stdv_sense_of_belonging,Sense of belonging at school. WLE variable measuring inclusion.,Yes,No,pisa_derived_variable,In School
BULLIED,stdv_bullying_experience,Experiences of being bullied. WLE variable summarizing peer interactions.,Yes,No,pisa_derived_variable,In School
FEELSAFE,stdv_feeling_safe,Feeling safe at school. WLE variable capturing perceptions of safety.,Yes,No,pisa_derived_variable,In School
SCHRISK,stdv_school_safety_risk,Risks to safety at school. WLE variable summarizing latent risks.,Yes,No,pisa_derived_variable,In School
PERSEVAGR,stdv_perseverance_agreement,Agreement with perseverance statements. WLE variable reflecting persistence traits.,Yes,No,pisa_derived_variable,In and Out
PERSEVAGR,stdv_perseverance_agreement_self,Agreement with perseverance statements. self-constructed derived variable reflecting persistence traits.,Yes,No,self_derived_variable,In and Out
CURIOAGR,stdv_curiosity_agreement,Agreement with curiosity statements. WLE variable summarizing inquisitiveness.,Yes,No,pisa_derived_variable,In and Out
COOPAGR,stdv_cooperation_agreement,Agreement with cooperation statements. WLE variable measuring collaboration tendencies.,Yes,No,pisa_derived_variable,In and Out
EMPATAGR,stdv_empathy_agreement,Agreement with empathy statements. WLE variable summarizing emotional understanding.,Yes,No,pisa_derived_variable,In and Out
ASSERAGR,stdv_assertiveness_agreement,Agreement with assertiveness statements. WLE variable reflecting confidence.,Yes,No,pisa_derived_variable,In and Out
STRESAGR,stdv_stress_resistance_agreement,Agreement with stress resistance statements. WLE variable measuring resilience.,Yes,No,pisa_derived_variable,In and Out
EMOCOAGR,stdv_emotional_control_agreement,Agreement with emotional control statements. WLE variable summarizing emotional regulation.,Yes,No,pisa_derived_variable,In and Out
INFOSEEK,stdv_career_info_seeking,Seeking information about future careers. WLE variable reflecting career planning.,Yes,No,pisa_derived_variable,In and Out
FAMSUP,stdv_family_support,"Family support for the student. Students’ ratings of how often their parents or someone else in their family engaged in a range of behaviours indicative of family support (e.g., “Discuss how well you are doing at school”, “Spend time just talking with you”) in question ST300 were scaled into the index of “Family support”.",Yes,No,pisa_derived_variable,Out of School
DISCLIM,stdv_math_disciplinary_climate,The disciplinary climate in mathematics classes. WLE variable summarizing classroom behavior.,Yes,No,pisa_derived_variable,In School
TEACHSUP,stdv_teacher_support_math,Teacher support in mathematics classes. WLE variable quantifying academic support.,Yes,No,pisa_derived_variable,In School
COGACRCO,stdv_cognitive_activation_reasoning,Cognitive activation in mathematics: fostering reasoning. WLE variable reflecting critical thinking.,Yes,No,pisa_derived_variable,In School
